name,stock,deal,free,mrp,rate,company,batch,exp,supplier
ASCORIL FLU DROPS,31,9,1,58.5,41.78,GLNMARK(MAJESTA),32LAD042,01-02-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
ASCORIL FLU DROPS,60,0,0,58.5,41.78,GLNMARK(MAJESTA),32LAD043,31-03-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
ASCORIL FLU SYRUP,72,9,1,73.5,52.5,GLNMARK(MAJESTA),62190028,01-05-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
ASCORIL TABS,94,0,0,32.5,23.22,GLNMARK(MAJESTA),18191430,01-11-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
ASCORIL-D JUNIOR SYRUP,3,14,1,78,55.71,GLNMARK(MAJESTA),ABGI1926,28-02-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
ASCORIL-D JUNIOR SYRUP,120,14,1,82,58.57,GLNMARK(MAJESTA),ABGL1934,31-05-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
ASCORIL-D SYRUP,20,14,1,113,80.71,GLNMARK(MAJESTA),11192312,01-11-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
ASCORIL-LS DROPS,288,0,0,58,41.43,GLNMARK(MAJESTA),51190569,31-10-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
ASCORIL-LS JUNIOR SYRUP,251,11,1,75,53.57,GLNMARK(MAJESTA),5200186,01-06-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
ASCORIL-LS SYRUP,300,14,1,98.5,70.36,GLNMARK(MAJESTA),11191530,01-07-2021,SARADA PHARMACY      MADHIRA
ASOMEX 2.5MG TAB,16,0,0,91.2,65.14,EMCURE PHARMACEUTICALS LTD,E16AP19027,01-05-2023,EMCURE PHARMACEUTICALS LTD  HYDERABAD
ASOMEX 2.5MG TAB,40,0,0,91.2,65.14,EMCURE PHARMACEUTICALS LTD,E16AP20003,01-06-2023,EMCURE PHARMACEUTICALS LTD  HYDERABAD
ASOMEX 5MG TAB,4,0,0,142.15,101.54,EMCURE PHARMACEUTICALS LTD,E16AQ19010,01-10-2022,
ASOMEX 5MG TAB,40,0,0,142.15,101.54,EMCURE PHARMACEUTICALS LTD,E16AQ20002,01-07-2023,EMCURE PHARMACEUTICALS LTD  HYDERABAD
ASTHAKIND EXP,156,10,2,53.09,37.92,MANKIND(LIFESTAR),A4AIS029,01-05-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
ASTHAKIND LS SYRUP,2,5,1,75,53.57,MANKIND(LIFESTAR),I6ABS024,01-12-2020,
ASTHAKIND LS SYRUP,9,5,1,55,39.29,MANKIND(LIFESTAR),P2ABS009,01-01-2021,
ASTHAKIND SYRUP,64,10,2,70.85,50.61,MANKIND(LIFESTAR),A3AIS101,01-05-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
ASTHAKIND TABS,60,0,0,28.97,20.69,MANKIND(LIFESTAR),A1ALS011,01-05-2022,MANKIND PHARMA (LIFESTAR)HYDERABAD
ASTHAKIND-DX SYRUP,120,5,1,56.35,40.25,MANKIND(LIFESTAR),V3ABS043,01-05-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
ASTHAKIND-P DROPS,120,5,1,60.5,43.21,MANKIND(LIFESTAR),A0FZT006,01-01-2022,MANKIND PHARMA (LIFESTAR)HYDERABAD
ASTHALIN 2MG TAB,189,0,0,5.37,3.84,CIPLA (SPEETRACARE-2),F390084,01-08-2022,CIPLA LIMITED  HYDERABAD
ASTHALIN 4MG TAB,60,0,0,6.01,4.29,CIPLA (SPEETRACARE-2),K400041,31-01-2023,CIPLA LIMITED  HYDERABAD
ASTHALIN 4MG TAB,300,0,0,6.01,4.29,CIPLA (SPEETRACARE-2),K400054,28-02-2023,CIPLA LIMITED  HYDERABAD
ASTHALIN AX SYRUP,42,0,0,86.51,61.79,CIPLA (SPEETRACARE+1),GL9553,01-09-2021,CIPLA LIMITED  HYDERABAD
ASTHALIN DX SYRUP,46,10,1,72.6,51.85,CIPLA (CRESTA),CECK1930,01-04-2021,CIPLA LIMITED  HYDERABAD
ASTHALIN RESP LOT,25,0,0,11.59,8.28,CIPLA,SA00695,01-01-2022,CIPLA LIMITED  HYDERABAD
ASTHALIN RESP LOT,30,0,0,11.59,8.28,CIPLA,SA00737,31-01-2022,CIPLA LIMITED  HYDERABAD
ASTHALIN RESPULES,220,0,0,26.6,19,CIPLA(RESP 3 NEBULIZATION),L890784,01-11-2022,CIPLA LIMITED  HYDERABAD
ASTHALIN SYR,172,0,0,16.8,12,CIPLA (SPEETRACARE-2),EB90860,30-11-2021,CIPLA LIMITED  HYDERABAD
ASTHALIN-CFC FREE INH,40,0,0,139.13,99.38,CIPLA(RESP 3 LEGACY),SA01019,01-01-2022,CIPLA LIMITED  HYDERABAD
ASTHALIN-ROTACAPS,420,0,0,43.24,30.89,CIPLA(RESP 3 LEGACY),SA94681,30-11-2022,CIPLA LIMITED  HYDERABAD
ATARAX 10MG TAB,13,0,0,36,25.71,DR REDDYYS (GRANDERA),EMV1901131,31-08-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATARAX 10MG TAB,100,0,0,36,25.71,DR REDDYYS (GRANDERA),EMV1901136,01-08-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATARAX 25MG TAB,53,0,0,64.5,46.07,DR REDDYYS (GRANDERA),EMV1901159,31-08-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATARAX 25MG TAB,50,0,0,64.5,46.07,DR REDDYYS (GRANDERA),EMV1901203,30-09-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATARAX ANTI ITCH LOTION,11,0,0,333,225.76,DR REDDYYS (GRANDERA),BD9055,01-05-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATARAX DROPS,25,0,0,52.5,37.5,DR REDDYYS (GRANDERA),LI0419018,01-09-2021,
ATARAX DROPS,30,0,0,52.5,37.5,DR REDDYYS (GRANDERA),LI0420004,01-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATARAX SYRUP,47,0,0,83,59.29,DR REDDYYS (GRANDERA),LI0319111,30-11-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATARAX SYRUP,3,0,0,83,59.29,DR REDDYYS (GRANDERA),LI0320003,01-12-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATARAX SYRUP,-3,0,0,83,59.29,DR REDDYYS (GRANDERA),LI0320015,01-01-2023,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATECARD 25MG TAB,1,0,0,36.5,26.07,ALEMBIC  (DABUR) INDIA LIMITED,1908000952,01-07-2022,
ATECARD 25MG TAB,30,0,0,36.5,26.07,ALEMBIC  (DABUR) INDIA LIMITED,1908001277,01-09-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ATECARD 50MG TAB,4,0,0,27.39,19.57,ALEMBIC  (DABUR) INDIA LIMITED,1908000866,01-07-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ATECARD 50MG TAB,30,0,0,27.39,19.57,ALEMBIC  (DABUR) INDIA LIMITED,1908001471,01-10-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ATECARD-AM TAB,30,0,0,102.2,73,ALEMBIC  (DABUR) INDIA LIMITED,1908001588,01-11-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ATECARD-D TAB,32,0,0,71.5,51.07,ALEMBIC  (DABUR) INDIA LIMITED,2008000188,01-01-2023,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ATEKIND-50 TABS,20,0,0,20.43,14.59,MANKIND(FUTURE),A4ALS006,01-10-2021,MANKIND PHARMA (FUTURE)HYDERABAD
ATEN 25MG TAB,300,0,0,27.39,19.57,ZYDUS CADILA,I904266,01-11-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
ATEN 25MG TAB,234,0,0,27.39,19.56,ZYDUS CADILA,I904691,01-11-2022,ZYDUS HEALTHCARE LIMITED      HYDERABAD
ATEN 50MG TAB,120,0,0,27.39,19.56,ZYDUS CADILA,I000557,01-01-2023,ZYDUS HEALTHCARE LIMITED      HYDERABAD
ATEN 50MG TAB,260,0,0,27.39,19.57,ZYDUS CADILA,I904729,01-11-2022,LAKSHMI BALAJI AGENCIES       HYDERABAD
ATEN-AM TAB,11,0,0,126.1,90.07,ZYDUS CADILA,I904561,01-06-2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD
ATIVAN 1MG TAB,23,0,0,66.75,51.38,JOHN WYETH LTD,CW5245,01-08-2021,PFIZER LIMITED HYDERABAD
ATIVAN 2MG TAB,24,0,0,81.03,62.37,JOHN WYETH LTD,CN4567,01-06-2021,PFIZER LIMITED HYDERABAD
ATM 100MG SYR,5,9,1,34.76,24.83,INDOCO (SPADE),ABS2K9A1,01-10-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ATM 200MG SYR,6,9,1,50.57,36.12,INDOCO (SPADE),ABT2K9A1,01-10-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ATM-250 TAB,1,9,1,115.7,82.64,INDOCO (SPADE),ABU1L97,01-11-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ATM-250 TAB,20,9,1,115.7,82.64,INDOCO (SPADE),ABU1A07,01-12-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ATM-KID TAB,20,0,0,20.1,14.36,INDOCO (SPADE),ABW1I97,01-08-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ATOCOR-20MG TABS,20,0,0,218.4,156,DR.REDDY`S LAB`S(XENURA),E901459,30-09-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATOCOR-40MG TABS,19,0,0,295.59,211.14,DR.REDDY`S LAB`S(XENURA),E901721,01-11-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATOCOR-40MG TABS,10,0,0,295.59,211.14,DR.REDDY`S LAB`S(XENURA),E901723,30-11-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ATORLIP-10,6,0,0,90.17,64.41,CIPLA(VITALIS 1),SN91829,01-07-2022,CIPLA LIMITED  HYDERABAD
ATORLIP-20,5,0,0,218.4,156,CIPLA(VITALIS 1),SN90913,01-04-2022,SARADA PHARMACY      MADHIRA
ATORLIP-20,10,0,0,218.4,156,CIPLA(VITALIS 1),SN91831,31-07-2022,CIPLA LIMITED  HYDERABAD
ATORMAC 10,4,0,0,60.14,42.96,MACLEODS (PROCARE) CV,KAJ905B,31-08-2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
ATORMAC 10,10,0,0,60.14,42.96,MACLEODS (PROCARE) CV,KAJ2001A,31-12-2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
ATORMAC 20,7,0,0,145.6,104,MACLEODS (PROCARE) CV,KAK903B,31-05-2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
AUGMENTIN - R DUO SYRUP,9,0,0,59.42,42.44,GLAXOSMITHKLINE(FORTIOR),MB467,01-12-2020,
AUGMENTIN 375 MG TABS,8,0,0,229,163.57,GLAXOSMITHKLINE(FORTIOR),MJ170,01-12-2020,
AUGMENTIN 625 MG DUO TABS,17,0,0,196.88,140.63,GLAXOSMITHKLINE(FORTIOR),MB882,01-05-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
AUGMENTIN 625 MG DUO TABS,3700,0,0,196.88,140.63,GLAXOSMITHKLINE(FORTIOR),MB894,01-06-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
AUGMENTIN I.V  1.2 G,6,0,0,137.63,98.31,GLAXOSMITHKLINE(FORTIOR),NT1346,01-03-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
AUGMENTIN I.V  1.2 G,9,0,0,137.63,98.31,GLAXOSMITHKLINE(FORTIOR),NT1359,01-05-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
AUTRIN CAP,10,0,0,123.84,88.45,JOHN WYETH LTD,92018136S,01-02-2021,PFIZER LIMITED HYDERABAD
AVIL 25MG TAB,58,0,0,8.25,5.89,AVENTIES(BASE),9NA0125,01-09-2022,SANOFI INDIA LIMITED          HYDERABAD
AVIL 25MG TAB,320,0,0,8.25,5.89,AVENTIES(BASE),9NA0145,01-11-2022,SANOFI INDIA LIMITED          HYDERABAD
AVIL 50MG TAB,44,0,0,9.1,6.5,AVENTIES(BASE),9NA0030,01-10-2022,SANOFI INDIA LIMITED          HYDERABAD
AVIL 50MG TAB,160,0,0,10.01,7.15,AVENTIES(BASE),0NA0003,01-12-2022,SANOFI INDIA LIMITED          HYDERABAD
AVIL ADVANCE TABS,13,0,0,20,14.29,AVENTIES(BASE),AAT19001,01-01-2021,SANOFI INDIA LIMITED          HYDERABAD
AVIL AMP,22,0,0,50.2,37.65,AVENTIES(BASE),2420003,01-12-2022,SANOFI INDIA LIMITED          HYDERABAD
AVIL VIAL,20,0,0,12.38,9.28,AVENTIES(BASE),419028,01-09-2022,SANOFI INDIA LIMITED          HYDERABAD
AVOMINE TAB**,102,0,0,42.07,30.05,GENARAL COMPANY,SSE0100,01-07-2022,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
AZEE 100 DRY SYP,120,9,1,37.92,27.09,CIPLA(NURTURE 1),A390515,01-11-2021,CIPLA LIMITED  HYDERABAD
AZEE 100 DRY SYP,4,9,1,37.92,27.08,CIPLA(NURTURE 1),A690702,01-11-2021,CIPLA LIMITED  HYDERABAD
AZEE 100 DRY SYP,2,9,1,37.92,27.08,CIPLA(NURTURE 1),A600009,01-12-2021,CIPLA LIMITED  HYDERABAD
AZEE 100 XL DRY SYP,33,9,1,69.57,49.69,CIPLA(NURTURE 1),A690717,01-11-2021,CIPLA LIMITED  HYDERABAD
AZEE 1000 TAB,40,0,0,57.2,40.86,CIPLA (INSPIRA),BA92786,31-08-2022,CIPLA LIMITED  HYDERABAD
AZEE 100MG DT,60,0,0,22.99,16.42,CIPLA(NURTURE 1),SA00482,31-12-2021,CIPLA LIMITED  HYDERABAD
AZEE 200  DRY SYP,146,9,1,46.12,32.94,CIPLA(NURTURE 1),A600038,01-12-2021,CIPLA LIMITED  HYDERABAD
AZEE 200 XL DRY SYP,28,9,1,100.97,72.12,CIPLA(NURTURE 1),A300037,01-01-2022,CIPLA LIMITED  HYDERABAD
AZEE 250MG TAB,5,9,1,115.69,82.64,CIPLA (INSPIRA),SN92047,01-11-2022,CIPLA LIMITED  HYDERABAD
AZEE 250MG TAB,150,0,0,115.69,82.63,CIPLA (INSPIRA),SN00053,01-11-2022,CIPLA LIMITED  HYDERABAD
AZEE 500MG TAB,6,11,1,116.7,83.36,CIPLA (INSPIRA),SN00452,01-01-2023,CIPLA LIMITED  HYDERABAD
AZIBEST 100MG DT TABS,10,0,0,20,14.29,BLUECROSS-LABS(GOLDCROSS) LTD,AZP1904,01-09-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
AZIBEST 100MG DT TABS,30,0,0,20,14.29,BLUECROSS-LABS(GOLDCROSS) LTD,AZP1905,01-11-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
AZIBEST 250MG TABS,20,9,1,63,45,BLUECROSS-LABS(GOLDCROSS) LTD,AZT2001,01-12-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
AZIBEST 250MG TABS,40,9,1,63,45,BLUECROSS-LABS(GOLDCROSS) LTD,AZT2002,01-12-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
AZIBEST 500MG TABS,120,4,1,62,44.29,BLUECROSS-LABS(GOLDCROSS) LTD,AZF2002,01-12-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
AZITHRAL 500MG TAB,9,0,0,116.7,83.36,ALEMBIC CHEMICALS (MEGACARE),2008000171,01-01-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
AZTOR-10MG TABS **,20,0,0,90.16,64.4,SUN PHARMACEUTICAL I LTD,EMU2779,01-09-2022,PRUDHVI AGENCIES VIJAYAWADA
AZTOR-ASP 150 CAPS **,10,0,0,26.98,19.27,SUN PHARMACEUTICAL I LTD,BSS2973,01-10-2019,PRUDHVI AGENCIES VIJAYAWADA
AZTOR-ASP 75 CAPS **,13,0,0,32.25,23.04,SUN PHARMACEUTICAL I LTD,BSU1762,01-08-2021,PRUDHVI AGENCIES VIJAYAWADA
AZULIX 1 MF FORTE TAB,4,0,0,147.2,105.14,TORRENT PHARMA,2FJ7F040,01-06-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
AZULIX 1 MF FORTE TAB,16,0,0,147.2,105.14,TORRENT PHARMA,2FJ7F041,01-06-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
AZULIX 1 MF TABS,28,0,0,117.25,83.75,TORRENT PHARMA,2FG1F079,01-07-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
AZULIX 2 MF FORTE TABS,16,0,0,182.9,130.64,TORRENT PHARMA,2FE4F052,01-06-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
AZULIX 2 MF TABS,4,0,0,173,123.57,TORRENT PHARMA,2FG2F068,01-07-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
B-LONG TAB,18,0,0,121.95,87.11,TORRENT (B- WELL),2HV7F016,01-06-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
B-LONG TAB,29,0,0,121.95,87.11,TORRENT (B- WELL),2HV7F021,01-08-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
B-LONG-F TAB,28,0,0,164.45,117.46,TORRENT (B- WELL),2HY1F009,01-09-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
BACTAFUZ CREAM,3,11,1,48.79,34.85,MANKIND(LIFESTAR),J5S025,01-09-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
BANDY PLUS SUSP,14,0,0,30,21.43,MANKIND PHARMA LTD.,B0AGS033,01-10-2021,MANKIND PHARMA LTD HYDERABAD
BANDY PLUS TABS,30,9,1,23.99,17.14,MANKIND PHARMA LTD.,A8AGS053,01-05-2022,MANKIND PHARMA LTD HYDERABAD
BANDY PLUS-12 TABS,10,0,0,28.8,20.57,MANKIND PHARMA LTD.,A9AGS006,01-12-2021,
BANDY PLUS-12 TABS,40,0,0,28.8,20.57,MANKIND PHARMA LTD.,A9AGS007,31-12-2021,MANKIND PHARMA LTD HYDERABAD
BANDY SUSP,61,9,1,17.46,12.47,MANKIND PHARMA LTD.,A7AGS038,01-11-2021,MANKIND PHARMA LTD HYDERABAD
BANDY TABS,110,5,1,8.41,6.01,MANKIND PHARMA LTD.,A6AGS049,01-05-2022,MANKIND PHARMA LTD HYDERABAD
BANOCIDE 50MG TAB,60,0,0,11.55,8.8,GLAXOSMITHKLINE(INGENIUM),N1200,01-11-2022,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
BANOCIDE FORTE TAB,32,0,0,42.59,32.44,GLAXOSMITHKLINE(INGENIUM),NC313,01-06-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
BASALOG 100 UNITS,8,0,0,564.5,451.64,BIOCON (CITIUS),FH30005,01-07-2022,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
BASALOG 100 UNITS,10,0,0,564.5,451.64,BIOCON (CITIUS),19BFH30008,01-10-2022,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
BASALOG REFIL,3,0,0,1666.62,1333.3,BIOCON (CITIUS),81GH30115,01-01-2022,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
BAYERS TONIC,11,10,1,141,100.71,BAYER,MH0729,01-07-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
BAYERS TONIC,6,10,1,141,100.71,BAYER,MH0736,01-07-2022,HARI MARUTI AGENCIES  VIJAYAWADA
BD EMERALD SYRINGE,1000,0,0,8,2.2,BD SYRINGES  (MANTRI PHARMA),9362434,01-11-2024,MANTRI PHARAM     HYDERABAD
BD EMERALD SYRINGE,650,0,0,14.5,4.25,BD SYRINGES  (MANTRI PHARMA),9362439,01-11-2024,MANTRI PHARAM     HYDERABAD
BD EMERALD SYRINGE,3700,0,0,8,2.2,BD SYRINGES  (MANTRI PHARMA),9362431,01-11-2024,MANTRI PHARAM     HYDERABAD
BD EMERALD SYRINGE,1600,0,0,9,2.65,BD SYRINGES  (MANTRI PHARMA),9364723,01-12-2024,MANTRI PHARAM     HYDERABAD
BD EMERALD SYRINGE,2400,0,0,8,2.2,BD SYRINGES  (MANTRI PHARMA),30523,01-01-2025,MANTRI PHARAM     HYDERABAD
BD EMERALD SYRINGE,7200,0,0,8,2.2,BD SYRINGES  (MANTRI PHARMA),32479,01-01-2025,MANTRI PHARAM     HYDERABAD
BD EMERALD SYRINGE,7200,0,0,8,2.2,BD SYRINGES  (MANTRI PHARMA),35475,01-01-2025,MANTRI PHARAM     HYDERABAD
BD EMERALD SYRINGE,4800,0,0,8,2.2,BD SYRINGES  (MANTRI PHARMA),9362431,01-11-2024,MANTRI PHARAM     HYDERABAD
BD INSULIN SYRINGE U 100,16,0,0,86,61.94,BD SYRINGES  (MANTRI PHARMA),9154702,01-06-2024,MANTRI PHARAM     HYDERABAD
BD INSULIN SYRINGE U 40,250,0,0,86,61.94,BD SYRINGES  (MANTRI PHARMA),9231174,01-08-2024,MANTRI PHARAM     HYDERABAD
BD INSULIN SYRINGE U 40,50,0,0,86,61.94,BD SYRINGES  (MANTRI PHARMA),9231178,01-09-2024,MANTRI PHARAM     HYDERABAD
BD INSULIN SYRINGE U 40,200,0,0,86,61.94,BD SYRINGES  (MANTRI PHARMA),9231186,01-09-2024,MANTRI PHARAM     HYDERABAD
BECADEXMIN CAP,100,0,0,38.4,28.8,GLAXOSMITHKLINE(CTC TEAM),BG678,01-06-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
BECELAC FORTZ CAP,4,0,0,72.6,51.86,DR.REDDY`S LAB`S(PRIDE),58CBF406,01-03-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
BECELAC FORTZ CAP,22,0,0,72.6,51.86,DR.REDDY`S LAB`S(PRIDE),58CBF409,01-04-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
BECELAC FORTZ CAP,38,0,0,72.6,51.86,DR.REDDY`S LAB`S(PRIDE),58CBF410,01-05-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
BECELAC FORTZ CAP,20,0,0,72.6,51.86,DR.REDDY`S LAB`S(PRIDE),58CBF414,01-06-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
BECLATE 200MG R CAP,12,0,0,106.48,76.06,CIPLA(RESPI),BA00113,01-11-2022,CIPLA LIMITED  HYDERABAD
BECOSULES CAP,363,0,0,37.76,28.32,PFIZER(TEAM 5 MAGANEM),92030411S,01-05-2021,PFIZER LIMITED HYDERABAD
BECOSULES CAP,3,0,0,37.76,28.31,PFIZER(TEAM 5 MAGANEM),2030047S,01-07-2021,PFIZER LIMITED HYDERABAD
BECOSULES CAP,-3,24,1,37.76,28.31,PFIZER(TEAM 5 MAGANEM),2030089S,01-08-2021,PFIZER LIMITED HYDERABAD
BECOSULES PERFORMANCE CAP,26,0,0,138.5,93.89,PFIZER(TEAM 5 MAGANEM),9A07016G,01-08-2021,PFIZER LIMITED HYDERABAD
BECOSULES SYR,47,0,0,30.5,22.87,PFIZER(TEAM 5 MAGANEM),92029050S,01-10-2020,PFIZER LIMITED HYDERABAD
BECOZINC CAP,6,0,0,28.6,20.43,DR.REDDY`S LAB`S(AQURA+SG),V900956,01-09-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
BECOZINC CAP,20,0,0,28.6,20.43,DR.REDDY`S LAB`S(AQURA+SG),V901149,01-11-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
BECOZINC CAP,20,0,0,28.6,20.43,DR.REDDY`S LAB`S(AQURA+SG),V000089,01-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
BECOZINC CAP,20,0,0,28.6,20.43,DR.REDDY`S LAB`S(AQURA+SG),V000096,01-01-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
BECOZYM C FORTE TAB**,25,0,0,20.68,14.76,NICHOLAS PIRAMAL INDIA LTD,MH3138,01-03-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
BECOZYM C FORTE TAB**,5,0,0,20.68,14.76,NICHOLAS PIRAMAL INDIA LTD,MH3143,01-03-2022,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
BECOZYM C FORTE TAB**,-5,0,0,20.68,14.76,NICHOLAS PIRAMAL INDIA LTD,MH3164,01-03-2022,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
BELAMYL VIALS,19,0,0,52.39,39.29,SARABHAI VET,BLIR19131,01-12-2020,
BENADON TABS**,22,0,0,19.12,13.66,ABBOT,MH3023,01-05-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
BENADRYL COUGH SYRUP ***,67,0,0,55,40.59,PARKE-DAVIS INDIA LT,KA19139,01-11-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
BENADRYL COUGH SYRUP ***,42,0,0,108,79.72,PARKE-DAVIS INDIA LT,KA20007,01-12-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
BEPLEX FORTE PLUS INJ,5,19,1,55,39.29,ANGLO FRENCH DRUGD,07908Y,01-12-2020,
BEPLEX FORTE PLUS INJ,18,19,1,55,39.29,ANGLO FRENCH DRUGD,07910Y,01-12-2020,
BEPLEX FORTE TABS,800,0,0,35.35,25.25,ANGLO FRENCH DRUGD,01027P,01-04-2022,HARI MARUTI AGENCIES  VIJAYAWADA
BEPLEX FORTE TABS,250,0,0,35.35,25.25,ANGLO FRENCH DRUGD,01027P,01-04-2022,HARI MARUTI AGENCIES  VIJAYAWADA
BEPLEX FORTE TABS,790,0,0,35.35,25.25,ANGLO FRENCH DRUGD,01029P,01-04-2022,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
BEPLEX FORTE TABS,4,0,0,35.35,25.25,ANGLO FRENCH DRUGD,05019P,01-08-2022,ANGLO FRENCH DRUGS & INDST LTDHYDERABAD
BEPLEX FORTE TABS,-6,0,0,35.35,25.25,ANGLO FRENCH DRUGD,05020P,01-08-2022,ANGLO FRENCH DRUGS & INDST LTDHYDERABAD
BEPLEX FORTE TABS,2,0,0,35.35,25.25,ANGLO FRENCH DRUGD,06046P,01-09-2022,ANGLO FRENCH DRUGS & INDST LTDHYDERABAD
BEPLEX PLUS INJ,141,19,1,30.72,21.94,ANGLO FRENCH DRUGD,09919Y,01-02-2021,
BESTOZYME DROPS,147,12,1,56.77,40.55,BIOLOGICAL E.LIMITED,D0300120,01-06-2021,"BIOLOGICAL E, LIMITED         HYDERABAD"
BESTOZYME SYR,18,9,1,81.55,58.25,BIOLOGICAL E.LIMITED,D0707019,01-02-2021,"BIOLOGICAL E, LIMITED         HYDERABAD"
BESTOZYME SYR,150,9,1,89.71,64.08,BIOLOGICAL E.LIMITED,D0707619,01-04-2021,"BIOLOGICAL E, LIMITED         HYDERABAD"
BESTOZYME-PD SYR,116,9,1,67.22,48.01,BIOLOGICAL E.LIMITED,D0501519,01-02-2021,"BIOLOGICAL E, LIMITED         HYDERABAD"
BETA-NICARDIA CAP,17,0,0,105.55,75.4,J.B. CHE&PHARMA LIMITED  (VIVA),ABJ9006,01-08-2022,SARADA PHARMACY      MADHIRA
